"Continent","X2000","X2005","X2010","X2015","X2019"
"Europe",11.4117618333333,11.53710125,11.4470136666667,11.0062529166667,10.90792975
"Africa",4.35658884615385,4.24024455128205,4.31157032051282,4.34181012820513,4.26857192307692
"Asia",2.56258666666667,2.60095245614035,2.86153614035088,3.22687578947368,3.21367903508772
