"Geographic.Area.Code","Geographic.Area.Name","Geographic.Area.Level","Parent.Geographic.Area.Code","Parent.Geographic.Area.Name","Geographic.Area.Type","X","Y","ISO.Code","Units.Code","Units.Desc","Time.Series.Id","Time.Series.Keys","Number.of.Years.Available","Earliest.Year.Available","Latest.Year.Available","Available.Years","Value.2000","Value.2005","Value.2010","Value.2015","Value.2019","ObjectId","x2","y2"
570,"Niue",4,543,"Oceania (exc. Australia and New Zealand)","Country",-169.8601693,-19.05000475,"NIU","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",7.90181,7.37406,6.79194,9.58232,9.92683,88,-18908747.5525352,-2160824.04962221
570,"Niue",4,543,"Oceania (exc. Australia and New Zealand)","Country",-169.8601693,-19.05000475,"NIU","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",2.82151,2.69954,2.55646,3.62473,3.76813,89,-18908747.5525352,-2160824.04962221
570,"Niue",4,543,"Oceania (exc. Australia and New Zealand)","Country",-169.8601693,-19.05000475,"NIU","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",2.82151,2.69954,2.55646,3.62473,3.76813,90,-18908747.5525352,-2160824.04962221
570,"Niue",4,543,"Oceania (exc. Australia and New Zealand)","Country",-169.8601693,-19.05000475,"NIU","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",12.81547,11.85239,10.82807,15.43337,16.04154,91,-18908747.5525352,-2160824.04962221
570,"Niue",4,543,"Oceania (exc. Australia and New Zealand)","Country",-169.8601693,-19.05000475,"NIU","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",12.81547,11.85239,10.82807,15.43337,16.04154,92,-18908747.5525352,-2160824.04962221
807,"North Macedonia",5,39,"Southern Europe","Country",21.7007909,41.60048068,"MKD","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",7.137,7.00975,5.94209,5.98259,6.42506,93,2415720.9927993,5101319.99391464
807,"North Macedonia",5,39,"Southern Europe","Country",21.7007909,41.60048068,"MKD","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",2.90602,2.82692,2.38347,2.37954,2.53789,94,2415720.9927993,5101319.99391464
807,"North Macedonia",5,39,"Southern Europe","Country",21.7007909,41.60048068,"MKD","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",11.40956,11.24745,9.54727,9.62817,10.35818,95,2415720.9927993,5101319.99391464
578,"Norway",5,154,"Northern Europe","Country",11.47846389,61.34311134,"NOR","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",6.80653,7.51422,7.73378,7.12297,7.14458,96,1277776.75532378,8705035.79291677
578,"Norway",5,154,"Northern Europe","Country",11.47846389,61.34311134,"NOR","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",3.3138,3.67178,3.76145,3.44193,3.44681,97,1277776.75532378,8705035.79291677
578,"Norway",5,154,"Northern Europe","Country",11.47846389,61.34311134,"NOR","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",10.4265,11.4781,11.75469,10.78145,10.7983,98,1277776.75532378,8705035.79291677
