"Geographic.Area.Code","Geographic.Area.Name","Geographic.Area.Level","Parent.Geographic.Area.Code","Parent.Geographic.Area.Name","Geographic.Area.Type","X","Y","ISO.Code","Units.Code","Units.Desc","Time.Series.Id","Time.Series.Keys","Number.of.Years.Available","Earliest.Year.Available","Latest.Year.Available","Available.Years","Value.2000","Value.2005","Value.2010","Value.2015","Value.2019","ObjectId","x2","y2"
48,"Bahrain",4,145,"Western Asia","Country",50.5490754,26.04407747,"BHR","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",2.52003,2.50592,2.36524,1.91738,1.54159,157,5627097.33359879,3004541.15181485
50,"Bangladesh",5,127,"Southern Asia (excluding India)","Country",89.17660788,22.86961622,"BGD","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",0.00416,0,0,0.00831,0,158,9927094.57987303,2616258.52185032
50,"Bangladesh",5,127,"Southern Asia (excluding India)","Country",89.17660788,22.86961622,"BGD","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",0.00416,0,0,0.00831,0,159,9927094.57987303,2616258.52185032
50,"Bangladesh",5,127,"Southern Asia (excluding India)","Country",89.17660788,22.86961622,"BGD","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",0.0011,0,0,0.00222,0,160,9927094.57987303,2616258.52185032
50,"Bangladesh",5,127,"Southern Asia (excluding India)","Country",89.17660788,22.86961622,"BGD","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",0.0011,0,0,0.00222,0,161,9927094.57987303,2616258.52185032
50,"Bangladesh",5,127,"Southern Asia (excluding India)","Country",89.17660788,22.86961622,"BGD","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",0.00702,0,0,0.01427,0,162,9927094.57987303,2616258.52185032
50,"Bangladesh",5,127,"Southern Asia (excluding India)","Country",89.17660788,22.86961622,"BGD","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",0.00702,0,0,0.01427,0,163,9927094.57987303,2616258.52185032
52,"Barbados",4,29,"Caribbean","Country",-59.5346489,13.13648273,"BRB","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",7.03054,7.70919,8.33328,10.04097,10.36815,164,-6627366.80010432,1475329.40706922
52,"Barbados",4,29,"Caribbean","Country",-59.5346489,13.13648273,"BRB","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",2.96306,3.25847,3.50356,4.21105,4.34811,165,-6627366.80010432,1475329.40706922
52,"Barbados",4,29,"Caribbean","Country",-59.5346489,13.13648273,"BRB","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",11.56009,12.66856,13.72508,16.46599,16.94753,166,-6627366.80010432,1475329.40706922
112,"Belarus",5,151,"Eastern Europe","Country",28.04940161,53.54193075,"BLR","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",12.77826,12.99099,15.50409,11.11247,10.96464,167,3122445.10428123,7083876.38745428
112,"Belarus",5,151,"Eastern Europe","Country",28.04940161,53.54193075,"BLR","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",6.12001,6.28084,7.85251,5.29152,5.12771,168,3122445.10428123,7083876.38745428
112,"Belarus",5,151,"Eastern Europe","Country",28.04940161,53.54193075,"BLR","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",20.61471,20.92791,24.61973,18.0622,17.931,169,3122445.10428123,7083876.38745428
56,"Belgium",5,155,"Western Europe","Country",4.660976456,50.64104975,"BEL","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",12.48333,13.12396,11.39069,11.80149,10.79539,170,518857.525681357,6558043.51870323
56,"Belgium",5,155,"Western Europe","Country",4.660976456,50.64104975,"BEL","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",5.95768,6.33539,5.40215,5.61671,5.12542,171,518857.525681357,6558043.51870323
56,"Belgium",5,155,"Western Europe","Country",4.660976456,50.64104975,"BEL","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",19.40453,20.29396,17.69909,18.30092,16.69698,172,518857.525681357,6558043.51870323
84,"Belize",4,13,"Central America","Country",-88.70199554,17.19965901,"BLZ","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",5.84387,7.19466,7.11767,7.23866,6.36624,173,-9874260.97586002,1944078.95833775
84,"Belize",4,13,"Central America","Country",-88.70199554,17.19965901,"BLZ","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",2.4118,2.99667,2.96056,3.00841,2.64604,174,-9874260.97586002,1944078.95833775
84,"Belize",4,13,"Central America","Country",-88.70199554,17.19965901,"BLZ","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",9.24489,11.37334,11.31216,11.54435,10.17514,175,-9874260.97586002,1944078.95833775
204,"Benin",4,11,"Western Africa","Country",2.339933594,9.65401646,"BEN","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",2.36661,2.21076,2.27426,2.5975,2.22808,176,260480.216174155,1079801.68049329
204,"Benin",4,11,"Western Africa","Country",2.339933594,9.65401646,"BEN","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",0.98016,0.91127,0.93175,1.05556,0.90158,177,260480.216174155,1079801.68049329
204,"Benin",4,11,"Western Africa","Country",2.339933594,9.65401646,"BEN","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",3.85179,3.58207,3.67911,4.19257,3.5927,178,260480.216174155,1079801.68049329
64,"Bhutan",5,127,"Southern Asia (excluding India)","Country",90.45098484,27.39598568,"BTN","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",3.23858,2.01154,0.64369,0.27156,0.21121,179,10068957.5741389,3173032.63652054
64,"Bhutan",5,127,"Southern Asia (excluding India)","Country",90.45098484,27.39598568,"BTN","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",3.23858,2.01154,0.64369,0.27156,0.21121,180,10068957.5741389,3173032.63652054
64,"Bhutan",5,127,"Southern Asia (excluding India)","Country",90.45098484,27.39598568,"BTN","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",1.15154,0.70969,0.23149,0.09874,0.07656,181,10068957.5741389,3173032.63652054
64,"Bhutan",5,127,"Southern Asia (excluding India)","Country",90.45098484,27.39598568,"BTN","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",1.15154,0.70969,0.23149,0.09874,0.07656,182,10068957.5741389,3173032.63652054
64,"Bhutan",5,127,"Southern Asia (excluding India)","Country",90.45098484,27.39598568,"BTN","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",5.18858,3.15448,1.0041,0.42191,0.32699,183,10068957.5741389,3173032.63652054
64,"Bhutan",5,127,"Southern Asia (excluding India)","Country",90.45098484,27.39598568,"BTN","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",5.18858,3.15448,1.0041,0.42191,0.32699,184,10068957.5741389,3173032.63652054
68,"Bolivia (Plurinational State of)",4,5,"South America","Country",-64.66224284,-16.71273412,"BOL","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",3.38551,4.30999,5.19383,4.23441,3.91431,185,-7198167.9464998,-1887411.06746125
68,"Bolivia (Plurinational State of)",4,5,"South America","Country",-64.66224284,-16.71273412,"BOL","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",1.59259,2.01809,2.42533,1.98763,1.83878,186,-7198167.9464998,-1887411.06746125
68,"Bolivia (Plurinational State of)",4,5,"South America","Country",-64.66224284,-16.71273412,"BOL","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",5.18541,6.60736,7.96993,6.49279,6.00447,187,-7198167.9464998,-1887411.06746125
70,"Bosnia and Herzegovina",5,39,"Southern Europe","Country",17.78584332,44.16845548,"BIH","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",6.40991,7.23051,7.3571,7.15682,7.81442,188,1979911.02171135,5491548.17239601
70,"Bosnia and Herzegovina",5,39,"Southern Europe","Country",17.78584332,44.16845548,"BIH","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",2.43374,2.76449,2.81891,2.71533,2.96409,189,1979911.02171135,5491548.17239601
70,"Bosnia and Herzegovina",5,39,"Southern Europe","Country",17.78584332,44.16845548,"BIH","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",10.6307,11.95169,12.14748,11.84665,12.94549,190,1979911.02171135,5491548.17239601
72,"Botswana",4,18,"Southern Africa","Country",23.81380223,-22.18810073,"BWA","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",6.64891,7.06844,6.54028,6.86242,6.6077,191,2650940.33809532,-2534124.00462362
72,"Botswana",4,18,"Southern Africa","Country",23.81380223,-22.18810073,"BWA","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",2.56202,2.74913,2.51607,2.70013,2.60805,192,2650940.33809532,-2534124.00462362
72,"Botswana",4,18,"Southern Africa","Country",23.81380223,-22.18810073,"BWA","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",11.2157,11.82362,10.90351,11.57036,11.09781,193,2650940.33809532,-2534124.00462362
76,"Brazil",4,5,"South America","Country",-53.08432878,-10.77668561,"BRA","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",8.93843,8.35243,8.52166,7.9,7.32117,194,-5909320.44889232,-1206791.79899697
76,"Brazil",4,5,"South America","Country",-53.08432878,-10.77668561,"BRA","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",3.93361,3.67062,3.76484,3.47623,3.21599,195,-5909320.44889232,-1206791.79899697
76,"Brazil",4,5,"South America","Country",-53.08432878,-10.77668561,"BRA","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",14.16048,13.25276,13.51663,12.55913,11.65353,196,-5909320.44889232,-1206791.79899697
96,"Brunei Darussalam",4,35,"South-Eastern Asia","Country",114.6288563,4.49736984,"BRN","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",0.24819,0.11513,0.45869,0.45016,0.45943,197,12760425.9135313,501159.817238009
96,"Brunei Darussalam",4,35,"South-Eastern Asia","Country",114.6288563,4.49736984,"BRN","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",0.12326,0.05614,0.21908,0.21165,0.21431,198,12760425.9135313,501159.817238009
96,"Brunei Darussalam",4,35,"South-Eastern Asia","Country",114.6288563,4.49736984,"BRN","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",0.37116,0.17183,0.68271,0.66902,0.68486,199,12760425.9135313,501159.817238009
100,"Bulgaria",5,151,"Eastern Europe","Country",25.23763153,42.75731323,"BGR","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",11.83625,11.41852,10.94693,11.95476,12.45581,200,2809440.29074787,5275105.09683148
100,"Bulgaria",5,151,"Eastern Europe","Country",25.23763153,42.75731323,"BGR","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",5.16865,5.06622,4.89514,5.34328,5.59213,201,2809440.29074787,5275105.09683148
100,"Bulgaria",5,151,"Eastern Europe","Country",25.23763153,42.75731323,"BGR","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",18.98777,18.23751,17.43349,19.06778,19.86006,202,2809440.29074787,5275105.09683148
854,"Burkina Faso",4,11,"Western Africa","Country",-1.742843829,12.27491081,"BFA","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",7.79222,8.62474,8.24401,10.68574,11.04617,203,-194012.487576479,1377011.11263974
854,"Burkina Faso",4,11,"Western Africa","Country",-1.742843829,12.27491081,"BFA","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",2.82501,3.09234,2.89846,3.73969,3.85317,204,-194012.487576479,1377011.11263974
854,"Burkina Faso",4,11,"Western Africa","Country",-1.742843829,12.27491081,"BFA","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",13.23223,14.60699,13.92349,17.94878,18.50339,205,-194012.487576479,1377011.11263974
108,"Burundi",4,14,"Eastern Africa","Country",29.89080992,-3.366387428,"BDI","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",8.87163,8.61622,7.86851,7.15696,7.45312,206,3327429.73969293,-374960.32960973
108,"Burundi",4,14,"Eastern Africa","Country",29.89080992,-3.366387428,"BDI","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",3.52704,3.42752,3.10094,2.79479,2.8872,207,3327429.73969293,-374960.32960973
108,"Burundi",4,14,"Eastern Africa","Country",29.89080992,-3.366387428,"BDI","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",14.58759,14.11262,12.86975,11.72114,12.21713,208,3327429.73969293,-374960.32960973
132,"Cabo Verde",4,11,"Western Africa","Country",-23.63544151,15.07791834,"CPV","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",5.67985,6.76551,7.49331,6.34459,6.39839,209,-2631085.3135674,1698181.58838434
132,"Cabo Verde",4,11,"Western Africa","Country",-23.63544151,15.07791834,"CPV","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",2.58374,3.04909,3.25882,2.71992,2.73183,210,-2631085.3135674,1698181.58838434
132,"Cabo Verde",4,11,"Western Africa","Country",-23.63544151,15.07791834,"CPV","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",9.23793,10.84837,11.76845,9.96955,10.06071,211,-2631085.3135674,1698181.58838434
116,"Cambodia",4,35,"South-Eastern Asia","Country",104.922836,12.71163737,"KHM","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",1.65587,2.68598,4.9195,6.5966,7.84472,212,11679956.6761062,1426806.50493586
116,"Cambodia",4,35,"South-Eastern Asia","Country",104.922836,12.71163737,"KHM","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",0.70333,1.14218,2.04058,2.72149,3.21214,213,11679956.6761062,1426806.50493586
116,"Cambodia",4,35,"South-Eastern Asia","Country",104.922836,12.71163737,"KHM","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",2.72654,4.41286,8.0929,10.82929,12.90023,214,11679956.6761062,1426806.50493586
120,"Cameroon",4,17,"Middle Africa","Country",12.7419827,5.692387031,"CMR","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",7.16489,7.56071,8.30948,6.1243,5.51677,215,1418431.0258607,634718.662043768
120,"Cameroon",4,17,"Middle Africa","Country",12.7419827,5.692387031,"CMR","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",2.98418,3.16314,3.48739,2.5713,2.31738,216,1418431.0258607,634718.662043768
120,"Cameroon",4,17,"Middle Africa","Country",12.7419827,5.692387031,"CMR","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",11.46368,12.06507,13.21969,9.7313,8.75832,217,1418431.0258607,634718.662043768
124,"Canada",4,21,"Northern America","Country",-101.6575058,57.72360191,"CAN","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",9.32656,9.79178,10.1438,8.95681,8.80533,218,-11316461.7809703,7909477.68156362
124,"Canada",4,21,"Northern America","Country",-101.6575058,57.72360191,"CAN","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",4.22929,4.47092,4.62937,4.07499,4.01426,219,-11316461.7809703,7909477.68156362
124,"Canada",4,21,"Northern America","Country",-101.6575058,57.72360191,"CAN","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",14.59905,15.28221,15.82158,13.98351,13.73007,220,-11316461.7809703,7909477.68156362
140,"Central African Republic",4,17,"Middle Africa","Country",20.93559492,7.003720791,"CAF","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",3.85929,3.76281,4.16264,2.43904,1.71467,221,2330539.76594864,781599.522955615
140,"Central African Republic",4,17,"Middle Africa","Country",20.93559492,7.003720791,"CAF","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",1.58799,1.54637,1.70987,1.00333,0.70773,222,2330539.76594864,781599.522955615
140,"Central African Republic",4,17,"Middle Africa","Country",20.93559492,7.003720791,"CAF","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",6.25857,6.0881,6.72442,3.93555,2.76305,223,2330539.76594864,781599.522955615
598,"Papua New Guinea",4,543,"Oceania (exc. Australia and New Zealand)","Country",145.8587761,-6.756057077,"PNG","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",0.55086,0.51013,0.53074,0.8154,0.71504,224,16236924.6831821,-753829.744640554
152,"Chile",4,5,"South America","Country",-71.23029019,-35.2652885,"CHL","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",12.01602,13.80664,14.35027,14.22469,13.74347,225,-7929319.63300791,-4199991.48851237
598,"Papua New Guinea",4,543,"Oceania (exc. Australia and New Zealand)","Country",145.8587761,-6.756057077,"PNG","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",2.68904,2.50181,2.61073,3.98209,3.48774,226,16236924.6831821,-753829.744640554
288,"Ghana",4,11,"Western Africa","Country",-1.205623522,7.964825185,"GHA","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",8.41874,7.92899,6.21911,4.79049,4.36694,227,-134209.396557433,889509.797580882
156,"China",4,30,"Eastern Asia","Country",104.1403375,32.30955217,"CHN","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",3.80342,4.01166,6.98329,7.10054,6.04028,228,11592849.3415397,3804013.10208352
598,"Papua New Guinea",4,543,"Oceania (exc. Australia and New Zealand)","Country",145.8587761,-6.756057077,"PNG","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",2.68904,2.50181,2.61073,3.98209,3.48774,229,16236924.6831821,-753829.744640554
600,"Paraguay",4,5,"South America","Country",-60.54854225,-21.70216237,"PRY","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",6.26567,6.65541,7.58647,6.67956,7.0071,230,-6740232.89154501,-2475803.60954518
600,"Paraguay",4,5,"South America","Country",-60.54854225,-21.70216237,"PRY","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",2.6281,2.78954,3.19227,2.80695,2.9384,231,-6740232.89154501,-2475803.60954518
600,"Paraguay",4,5,"South America","Country",-60.54854225,-21.70216237,"PRY","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",9.82118,10.42593,11.85166,10.43269,10.95789,232,-6740232.89154501,-2475803.60954518
604,"Peru",4,5,"South America","Country",-71.82093277,-13.58939705,"PER","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",6.48775,6.97894,7.83824,7.02777,6.77981,233,-7995069.66425434,-1527150.77851056
604,"Peru",4,5,"South America","Country",-71.82093277,-13.58939705,"PER","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",3.09205,3.32889,3.76908,3.38048,3.23942,234,-7995069.66425434,-1527150.77851056
604,"Peru",4,5,"South America","Country",-71.82093277,-13.58939705,"PER","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__M","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",9.98649,10.7313,12.01185,10.79893,10.40638,235,-7995069.66425434,-1527150.77851056
608,"Philippines",4,35,"South-Eastern Asia","Country",120.8601418,14.16591706,"PHL","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15___T","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",5.5298,5.62795,6.95991,6.69059,7.02343,236,13454089.4423788,1593258.68017795
608,"Philippines",4,35,"South-Eastern Asia","Country",120.8601418,14.16591706,"PHL","LITRES_PURE_ALCOHOL","Litres pure alcohol","SH_ALC_CONSPT__Y_GE15__F","age__sex",5,2000,2019,"[2000, 2005, 2010, 2015, 2019]",2.24085,2.28507,2.81625,2.72567,2.86572,237,13454089.4423788,1593258.68017795
